,title,pers,extracted_names
334,"Alain Erlande-Brandenburg. Le Roi est mort. Étude sur les funérailles, les sépultures et les tombeaux des rois de France jusqu'à la fin du XIIIe siècle. ","['Erlande-Brandenburg', 'Roi', 'Arégonde', 'Michel Fleury', 'Clovis', 'Constantin', 'Childebert', 'Saint Louis', 'Panofsky', 'Mlle Wright', 'Jean Dérens']",Jean Dérens
335,"Alan England Brooke et Norman Mc Lean. The Old Testament in Greek according to the text of Codex Vaticanus supplemented from other uncial manuscripts, with a critical apparatus containing the variants of the chief ancient authorities for the text of the Septuagint. T. I. The Octateuch.","['Alan England Biiookë', 'Josué-JugesRulli', 'Swete', 'Brooke', 'Me Lean', 'H. von Soden', 'Rahlfs', 'Rhoades', 'Crum']",S.  de R
336,"Alb. Grenier. Quatre villes romaines de Rhénanie : Trèves, Mayence, Bonn, Cologne","['A. Picard', 'Grenier', 'Auguste', 'Maximien', 'Constantin', 'Thermes', 'Drusus', 'Agrippine la Jeune']",R. C
337,Alb. Mayr. Die Insel Malta im Alterthum,"['Beck', 'Mayr', 'César', 'Siciline', 'Ptolémée', 'Baal-Ghamman', 'Malek-Baal', 'Osiris', 'Apollon', 'Astarté', 'Héra']",R. C
338,Albert Autin. L'échec de la Réforme en France au XVIe siècle. Contribution à l'histoire du sentiment religieux,"['Albert Autix', 'Autin.résume', 'Henri IV', 'Calvin', 'Enthousiasme', 'Briçonnet', 'Roi', 'Luther', 'Saints', 'Autin', 'H. Lemonnier']",H. Lemonnier
339,"Albert Collignon. Reliquiae (Annales de l'Est, 38e année)","['Albert Collignon', 'Jacques de Longuyon', 'Archombrote', 'Théopompe', 'Racine', 'Molière', 'Victor Hugo', 'Pétrone', 'B. Auerbach', 'Auerbach']",H. D
340,"Albert Dufourcq, L'Avenir du Christianisme","['Albert Dufourcq', 'Dufourcq', 'Dufourq']",A. P
341,"Albert Grenier, Les Gaulois","['Aliîeht Ghknieh', 'Grenier', 'Jules César', 'Camille Jullian', 'Littré', 'Vercingétorix']",L.-A. Constats
342,"Albert Grenier, Étude sur la formation et l'emploi des composés nominaux dans le latin archaïque","['Grenier', 'Stolz', 'Skutsch', 'Seilz', 'Terence']",lenri îoki.zkiî
343,Albert Grenier. La Gaule celtique ,"['Albert Grenier', 'H. Didier', 'A. Grenier', 'César', 'III', 'Charlemagne', 'Teutatès', 'A. Merlin']",A. Merlin
344,Albert Grenier. La Gaule province romaine. ,"['Albert Grenier', 'César', 'Auguste', 'Varus', 'Trajan', 'Hadrien', 'Antonin', 'Postumus', 'Probus', 'A. Grenier', 'A. Merlin']",Merlin
345,"Albert Grimaud et Marius Balmelle. Précis d'histoire du Gévaudan, rattachée à l'histoire de France. Préface de M. Camille Jullian","['Albert Grimaud', 'Marius Balmelle', 'Camille Jullian', 'Grimaud', 'Guillaume Durand', 'Vierge', 'Adrien Blanchet']",Adrien Blanchet
346,"Albert Wifstrand. Kritische and Exegetische Bemekungen zu Apollonios Rhodios (Extrait du Bulletin de la Société royale des Lettres de Lund, 1928-9. III)","['Wifstrand', 'Exegetische Berner kungen', 'Apollonios Bhodios', 'Apollonios', 'A. Puech']",A. Puech
347,Aldo Ferrabino. Kalypso ; saggio d'una Storia del Mito. ,"['Ferrabino', 'Cyrènè', 'Ton', 'Joppé', 'Jonas', 'Persée', 'Apollon', 'Zeus', 'Cyrène', 'Lycurgue', 'Ménades', 'Dionysos', 'Fustel de Coulanges']",J. TOUTAIX
348,Aldo Ferrabino. La dissoluzione della libert à nella Grecia antica,"['Aldo Ferrabino', 'A. Milani', 'A. Ferrabino', 'Grote', 'Platon', 'Socrate', 'Ferrabino', 'R. Demangel']",R. Demangel
349,"Aldo Neppi Modona. Cortona etrusca e romana, nella storia e nell'arte. Pubblicazioni della R. Universit à degli studi di Firenze, Facolt à di lettere e filosofia, N. S. Vol. VII","['Aldo Neppi Modona', 'Pubblicazioni della R. Universit', 'N. S. voi', 'Neppi Modona', 'Cortone']",L.-A. Consïans
350,"Alexander Cartellieri Der Aufstieg der Papsttums im Rahmen der Weltgeschichte,1047-1095","['Cartellieri', 'R. Oldenbourg', 'Henri IV', 'Urbain II', 'Grégoire VII', 'Godefroy le Barbu', 'Guillaume', 'Robert Guiscard', 'Alexis Comnène', 'Agnès', 'Victor III', 'Nicolas II', 'Robert Guis', 'Otton II', 'Otton le Grand', 'Augustin Flichr']",Augustin Flichr
351,Alexandre Albenque. Inventaire de l'Archéologie gallo-romaine du département de l'Aveyron,"['Albenque', 'P. Garrère', 'Philippe', 'Adrien Blanghet']",Adrien Blanghet
352,Alfred Bel. Inscriptions arabes de Fès. Extrait du Journal Asiatique (1917-1919),"['Alfred Bel', 'Aboû-Fâres Abd-elAzîz', 'Ibn-Batoûta', 'Ali ben Ahmed']",Cl. Huart
353,Alfred Coville. Le Petit Jehan de Saintré. Recherches complémentaires,"['Alfred Coville', 'Petit Jehan de Saintré', 'E. Droz', 'Pierre Col', 'Charles VI', 'Nicolas de Clamanges', 'Coville', 'Antoine de La Sale', 'Goville', 'Jean de Calabre', 'Georges Doutrepont']",Georges Doutrepont
354,Alfred Ernout. Recueil de textes latins archaïques,"['Alfkkd', 'Bacchanales', 'Ernout', 'Ennius', 'Lucilius', 'René Piciion']",René Piciion
355,"Alfred Morel-Fatio, Historiographie de Charles Quint, première partie, suivie des Mémoires de Charles Quint","['Honoré Champion', 'Charles-Quint', 'Robertson', 'Baumgarten', 'Armstrong', 'Ilaebler', 'Leopold de llanke', 'Alexandre Henne', 'Pirenne', 'Morel-Fatio', 'Constantin', 'Manuel Danvila', 'G. Voigl', 'Antonio de Guevara', 'Juan.linès de Sepulveda', 'Pedro Mexia', 'Florian de Oeampo', 'Barnabe Busto', 'Juan Paëz', 'Castro', 'Lorenzo de Padilla', 'Alonso de Santa-Cruz', 'Paul Jovc', 'Alfonso de Ulloa', 'Ludovico Dolce', 'Van Maie', 'Kervyn de Leitcnhove', 'Rod']",Rod. Reuss
356,Alfred Rambaud. Études sur l'histoire byzantine. ,"['Armand Colin', 'Alfred Rambaud', 'Constantin Porphyrogénète', 'Ducange', 'Rambaud', 'Michel Psellos', 'Hellènes', 'Diehl', 'Louis']",Louis Lec.eh
357,Alfred von Domaszewski. Geschichte der Römischen Kaiser,"['César', 'Dioclétien', 'Auguste', 'Tibère', 'Caligula', 'Carus', 'Sévère Alexandre']",M
358,"Alice Hill Byrne. Titus Pomponius Atticus, chapters of a biography, dissertation pour l'obtention du grade de docteur en philosophie","['Alice Hill', 'Titus Pomponius Atticus', 'Atticus', 'Boissier', 'Cicèron', 'Drumann', 'L.-A. Constans']",L.-A. Constans
359,"Alma Frey-Sallmann. Aus dem Nachleben antiker Göttergestalten. Die antiken Gottheiten in der Bildbeschreibung des Miltelalters und der italienischen Frührenaissance, 1931","['Mme Frey-Sallmann', 'Botticelli', 'Minerve', 'L B. Alberti', 'Dante', 'Pétrarque', 'Pulci', 'Sanhazar', 'Henri Hau']",Henri Hau vette
360,"Alois Gotsmich, Probleme der frühgriechischen Plastik, 1935","['Gotsmich', 'Otto Czerny', 'Athènes(statuettesdebronze', 'Dipylon', 'Gotsmieh', 'Apollon', 'Rendons', 'W. Deonna', 'Niké', 'Micciadès', 'F. Courby', 'Aphrodite']",Ch. Picard
361,Alois Gotsmich. Studien zur ältesten griechischen Kunst. ,"['J. G. Calvé', 'G. Praschniker', 'Nilsson', 'G. Weyde', 'G. Rodenwaldt', 'A. Gotsmich', 'D. G. Hogarth', 'A. W. Persson', 'Gorinthe', 'Leslie Shear', 'V. Miïller', 'W. Dcirpfeld']",Ch. Picard
362,Amanda K. Coomaraswamy. Pour comprendre l'Art Hindou. Traduction de Jean Buhot,"['Coomaraswamy', 'Jean Buhot', 'J. Bacot']",Coomaraswamy. J. Bacot
363,Ammiani Marcellini Rerum gestarum libri qui supersunt ; recensuit rhytmice que distinxit C. U. Clark Vol. I,"['Weidmann', 'Ammien Marcellin', 'Mommsen', 'Seeck', 'Lòfstedt', 'Ammien', 'G. Meyer']",R. C
364,Ananda Coomaraswamy. La sculpture de Bodhgayà. (Ars asiatica XVIIIe volume.),"['Coomaraswamy', 'Bouddha', 'Foucher', 'Mathura', 'Cunningham', 'Faucher', 'Jàtaka', 'J. Bacot']",J. Bacot
365,"Andreas Bertalan Schwartz. Hypothek und Hypallagma, Beitrag zum Pfandund Vollstreckungsrecht der griechischen Papyri","['Rabel', 'Schwartz', 'Préfet']",Jougi'kt
366,"Andrew G. Watson, Catalogue of Dated and Datable Manuscripts C. 700-1000 in the Department of manuscripts the British Library, Monica Hedlund, Katalog der datierten Handschriften in lateinischer Schrift vor 1600 in Schweden, Band II, Die Handschriften Schwedens ausgenommen UB Uppsala.","['Watson', 'Monica Hedlund', 'John Tinney', 'Burney', 'Royal', 'Yates Thomson', 'Lothaire', 'Leopold Delisle', 'Paul Durrieu', 'Mme Monica Hedlund', 'Jan-Olof Tjâder', 'Mme Hedlund', 'Tjâder']",Ch. Samaran
367,"André Berthelot et F. Ceccaldi. Les cartes de la Corse, de Ptolémée au XIXe siècle","['André Berth', 'F. Ceccàldi', 'Ptolémée', 'Geccaldi', 'Ératosthène', 'Victor Chapot']",Victor Chapot
368,"André Godard. Bronzes du Luristan. (Ars Asiatica, t. XVII), 1931","['André Godard', 'G. van Oest', 'Godard', 'Alfred Foucher', 'A. Godard', 'R. Dussaud', 'P. Masson-Oursel']",P. Masson-Oursel
369,André Grabar. La décoration byzantine,"['Grabar', 'Justinien', 'Louis Bréhieh']","onceptions personnelles, Louis Bréhieh"
370,André Grabar. Recherches sur les influences orientales dans l'art balkanique.,"['Grabar', 'Patleina', 'Adam', 'Alexandre', 'Louis Bréhier']",Louis Bréhier
371,André Grabar. L'église de Boïana. (Institut Archéologique Bulgare). Texte bulgare et traduction française par Madeleine Etard,"['Grabar', 'Madeleine Etard', 'Constantin Assen', 'Saint-Luc', 'Boïana', 'Paléologues', 'Jésus', 'Louis Bréhier']",Louis Bréhier
372,André Oltramare. Les origines de la diatribe romaine,"['Oltramare', 'Socrate', 'Sénèque', 'Oltremare', 'Caton', 'Varron', 'Sextiens', 'Q. Sextius', 'Virgile', 'L.-A. Constans']",L.-A. Constans
373,André Piganiol. L'impôt de capitation sous le Bas-Empire Romain,"['Piganiol', 'Dardel', 'Samuel Chabert']",Samuel Chabert
374,"André Varagnac, Civilisation traditionnelle et genres de vie.","['André Varagnac,', 'André George', 'André Varagnac', 'A. Varagnac', 'Raymond Lantier']",Raymond Lantier
375,Annuaire (Godichnik) de la Bibliothèque Nationale de Plovdiv (Philippopoli),"['Zeus Sbelthiour', 'Boris Diakovitch', 'Mavrodinov', 'Petkov', 'Apostolidis', 'Georges Seure']",Georges Seure
376,"Anthony Cutler, Transfigurations. Studies on the dynamism of Byzantine Iconography","['Cutler', 'Christ', 'Orphée', 'C. Muarrey', 'Adam', 'Ève', 'Jésus', 'Hadès-la Mort', 'Vierge protectrice', 'Vierge de Miséricorde', 'Théotokos', 'André Grabar']",André Grabar
377,"Antoine Jacotin. Preuves de la maison de Polignac. Recueil de documents pour servir à l'histoire des anciennes provinces du Velay, Auvergne, Gévaudan, Vivarais, Forez (IX-XVIIIe siècle). ","['Axtoixe', 'Ernest Leroux', 'Jacotin', 'Truchard du Moulin', 'Armand', 'Pons VI', 'Pons V', 'Armand XVlII', 'Armand XXI', 'Philippe IV', 'Boniface Vili', 'Siméon Luce', 'P. Deniîle, Cherest', 'Robert Knolles', 'Peninbourre', 'Séguin de Badefol', 'Polignac', 'Ton', 'François de Coligny', 'Henri IV', 'Armand XXII', 'Charles Vili', 'Léon MiROT']",Léon MiROT
378,Anton Baumstark. Geschichte der syrischen Literatur,"['Baumstark', 'Arol', 'Marcus', 'Weber', 'Rubens Duval']",D
379,"Antonio Sogliano, La rinascita dì Pompei (Extrait des Rendiconti della R. Accademia dei Lincei, classe di scienze morali, storiche e filologiche, XXIV, fasc. 9-10, septembre-octobre 1915, p. 483-514)","['Sogliano', 'Acettequestionil', 'Fiorelli', 'Beulé', 'Mommsen', 'Suétone', 'Titus', 'Florus', 'Florum', 'De S. Felice natalitium carmen', 'Félix', 'Sicard', 'Hadrien pourrelier Naples', 'Resina', 'Maxence', 'De Prisco', 'Priscus', 'Ton', 'Ier', 'Nulle', 'De Fusco', 'Dioclétien', 'Vénus', 'Santini', 'Claudius', 'Strabon', 'Lucius Verus', 'Antoninle Pieux', 'Friedlaender', 'Martial', 'Antonin le Pieux', 'Gordien III', 'Maurice Besnier']",Maurice Besnier
380,"Antonio Viscardi. — Saggio sulla letteratura religiosa del medio evo romanzo, 1932","['A. Viscardi', 'Toni', 'De Contempla', 'Innocent III', 'Christi de saint Bonaventura', 'Joachim de Flore', 'Henri Hauvette']",Henri Hauvette
381,"Aram M Frenkian, L'Orient et les origines de l'idéalisme subjectif dans la pensée européenne. Tome I : La doctrine théologique de Memphis. ","['Aram M', 'Paul Geuthner', 'Erman', 'Sethe', 'Junker i', 'Alexandre', 'Frenkian', 'A. J. Festugière']",A. J. Festugière
382,"Aristide Galderini. Aquileia Romana, ricerche di storia e di epigrafìa","['Calderini', 'Déchelette', 'Maximin', 'Germanicus Maxi', 'Dacicus Maximus', 'Belenus', 'Ritterling', 'Kubitschek', 'Brusin', 'Alexandre Sévère', 'Auguste', 'Marc Aurèle', 'Rostovtzeff', 'Barbii', 'André Piganiol']",André Piganiol
383,"Aristote. Poétique, traduction en grec moderne de Simos Ménardos, avec une introduction et des notes intermédiaires de I. Sycoutris (fascicule 2 de la Bibliothèque hellénique de l'Académie d'Athènes)","['Aristote', 'Sycoutris', 'Simos Ménardos', 'Ménardos', 'Gudeman']",A. PUECH
384,"Arm. Ad. Messer. Le Codice aragonese, étude générale, publication du manuscrit de Paris","['Machiavel', 'Trincher', 'Messer', 'Ferrand Ior', 'Alphonse', 'Ferrand', 'Pontano', 'Jacques Ramiîaud']",Jacques Ramiîaud
385,"Armando Petrucci, Catalogo sommario dei manoscritti del fondo Rossi. Sezione corsiniana. ","['Petrucci', 'Sezione', 'XIV', 'Clément XII', 'Lorenzo Corsini', 'Louis XIV', 'Neri Corsini', 'Bottari', 'Giuseppe Querci', 'Leopold', 'Foggini', 'Nicolas Rossi', 'Corsini', 'Luigi Maria Rezzi', 'Francesco Cerroti', 'Giovanni Incisa della Rocchetta', 'Angelo Silvagni', 'Muratori', 'Bandini', 'Lami', 'Pier Leone', 'Rossi', 'Nicola Rossi', 'Bruno Neveu']",Bruno Neveu
386,Arnold Fayen. Lettres de Jean XXII (1316-1334) ; tome Ier : 1316-1324,"['Arnold', 'Jean XXII', 'Auguste Goulon [Lettres secrètes', 'Fayen', 'Coulon', 'Philippe le Long', 'Charles IV', 'Clémence de Hongrie', 'Louis X', 'Charles de Valois', 'Guy de Châtillon', 'Jean de Flandre', 'Robert de Béthune', 'Philippe le Bel', 'Guillaume', 'Robert de Naples', 'Jean de Brabant', 'Elie Berger']",Elie Berger
387,"Arsène Darmesteter et D. S. Blondheim. — Les Gloses françaises dans les commentaires talmudiques de Raschi, 1929","['Arsène Darmesteter', 'D. S. Blon-dheim', 'H. Champion', 'Rabbi Sche-lomo', 'A. Darmesteter', 'Brandin', 'Julien Weill', 'Maschi', 'Bloiidheim', 'Raschi', 'J.-B. Chabot']",J.-B. Chabot
388,Art. Segre. Manuale d'istoria del commercio,"['Segre', 'Charlemagne', 'Etienne Boileau', 'Fugger', 'Louis XII', 'François Ier', 'Henri IV', 'Handbucher', 'Geokgbs Espinas']",Geokgbs Espinas
389,Arthur E. P. Weigall. A report on the Antiquities of Lower Nubia,"['Weigall', 'Maspero', 'Ton', 'Mariette', 'Bet Walli', 'Kerdassé', 'Mac Iver', 'Dakkèh', 'George Foucart']",George Foucart
390,Arthur E. R. Boak. The master of the offices in the later roman and byzantine Empires,"['Boak', 'Dioclétien', 'Constantin', 'Reichshofmeister', 'Besnier']",M. Besnier
391,Arthur Lángfors. Les Incipit des poèmes français antérieurs au XVIe siècle. Répertoire bibliographique établi à l'aide de notes de M. Paul Meyer,"['Arthur LâNGFORS', 'Paul Meyer T. I', 'Paul Meyer', 'A. Lângfors', 'Lângfors']",Cl. Brunel
392,Arthur Långfors. Notice du manuscrit français 12483 de la Bibliothèque nationale.,"['Arthur Langfors', 'Philippe de Valois', 'Choisi', 'Gautier de Coinci', 'Langfors', 'Guiart', 'Ch.-V. Langlois']",Ch.-V. Langlois
393,Arthur Mace. The Early Dynastic Cemeteries of Naga-ed-Dèr.,"['Ahtiiur', 'J. C. Hinrichs', 'Ier', 'Pétrie', 'Mace', 'III', 'Reisner', 'George Foucart']",George Foucart
394,Arthur Mentz. Geschichte und Systeme der Tachygraphie.,"['Arthur Mentz', 'Xénophon', 'Socrate', 'Diogene Laërce', 'Mentz']",C. E. R
395,"Arthur Rosenberg. Der Staat der alten Italiker, Untersuchungen über die ursprungliche Verfassung der Latiner, Osker und Etrusker","['Ahthlh RosemìEiu', 'Weidmann', 'Rosenberg', 'Beloch', 'Schulze', 'Gapoue', 'A. Grenier']",Grenier
396,Arthur Rosenberg. Untersuchungen zur römischen Zenturienverfassung,"['Rosenberg', 'Servius', 'Mommsen', 'Delbrùck', 'Lammert', 'Julius Beloch', 'Cicéron', 'Solon', 'Maurice Resnier']",Maurice Resnier
397,"Arthur Stein. Der römische Ritterstand (Münchener Beiträge zur Papyrusforschung und antiken Rechtsgeschichte, Zehntes Heft)","['Stein', 'Fiitterstand', 'Zehnles He', 'Mùnchen', 'Beck', 'Gracques', 'Belot', 'Mommsen', 'Gracchus', 'Constantin', 'Auguste', 'G. Gracchus', 'Claude', 'Vespasien', 'Trajan', 'Rostovtzeff', 'Hadrien', 'Septime-Sévère', 'Gallien', 'W. Keyes', 'Jean Bayet']",Jean Bayet
398,Arthur Stein. Römische Reichsbeamte der Provinz Thracia,"['Arthur Stein', 'Rômische', 'Reichsbeamte der Provins', 'Stein', 'Claude']",p 
399,"Association pro. Aventico. Aventicum ; Plan de la ville romaine, 1 : 3.700","['Marc-Aurèle', 'Adrien Blanchet']",Adrien Blanchet
400,Aubenas (R.). Contribution à l'histoire des officialités au Moyen Âge. Recueil de Lettres des Officialités de Marseille et d'Aix (XIVe-XVe siècle),"['R. Aubenas', 'Georges Espinas']",Georges Espinas
401,Aubenas (R.). Contribution à l'étude des officialités au Moyen Âge. Recueil de textes des officialités de Marseille et d'Aix (XIVe -XVe siècles),"['Le Bras', 'Aubenas', 'Georges Espinas']",Georges Espinas
402,"Aubrey Gwynn, S. J. Roman Education from Cicero to Quintilian","['Aubrey Gwynn', 'S. J. Roman Education from Cicero lo Quintilian', 'A. Gwynn', 'Cicéron', 'Y Inslitutio Oratoria', 'Polybe', 'Platon', 'Isocrate', 'Columelle', 'Vitruve', 'Quintilien', 'Tacite', 'Jean Bayet']",Jean Bayet
403,"Aucassin et Nicolette, Chantefable du XIIIe siècle, éditée par Mario Roques, deuxième édition, nouveau tirage revu et complété ; __**__Guernes de Pont-Sainte-Maxence, La Vie de saint Thomas Becket, éditée par E. Walberg","['Chantefable', 'Roques', 'Guernes de PontSainte-Maxence', 'E. Walberg', 'A. Jeanroy']",ss. A. Jeanroy
404,Auguste Cour. Un poète arabe d'Andalousie : Ibn Zaïdoûn. Étude d'après le diwan de ce poète et les principales sources arabes,"['Auguste', 'Ibn', 'Boet', 'Khalife Hichâm III', 'Khalife Oméyyade el', 'Wallàda', 'Idrts II', 'Témir el']",Cl. Hlaht
405,"Auguste Cour, La dynastie marocaine des Beni Wattas (1420-1554)","['Auguste', 'Jean Ier', 'Aviz', 'Mérinide Abd el-Haqq', 'Mohammed', 'Mahomet']",Cl. IIuart
406,"Auguste Longnon. Les noms de lieu de la France, leur origine, leur signification, leurs transformations, publié par Paul Marichal et Léon Mirot","['Longnon', 'Paul Marichal', 'Léon Miro', 'Georges Perrot', 'Léon Mirot', 'Iseti', 'Hincmar', 'Mirot']",H.-François Dei.aisorde
407,Augustin Fliche. La Querelle des Investitures ,"['Autrustin Flighk', 'Sacerdoce', 'Henri IV', 'Grégoire VII', 'Augustin Eliche', 'Léon IX', 'Pierre Damien', 'Wason', 'Fliche', 'Canossa', 'Yves', 'Jacques Zeiller']",Jacques Zeiller
408,"Augusto Rostagni. Giuliano l'Apostata. Saggio critico con le operette politiche e satiriche, tradotte e commentate (vol. XII de Il Pensiero greco)","['Rostagni', 'G i alia', 'Fratelli Bocca', 'Julien', 'Paul Allard', 'Jacques']",Jacques /killer
409,Augusto Rostagni. Poeti alessandrini. ,"['Rostagni', 'Euripide', 'Théocrite', 'Hérodas', 'Méléagre', 'Apollonios de Rhodes', 'Ptolémée', 'Héraclès', 'Asclépiade de Samos', 'Callimaque']",L.-A. CONSTANS
410,Augusto Rostagni. Il verbo di Pitagora,"['Rostagni', 'Pythagore', 'Néoplatonisme', 'Delatte', 'Robin', 'Ovide', 'Heraclite', 'Xénophane', 'Epicharme', 'Empédocle', 'Alcméon de Crotone', 'Auguste', 'Maurice Croiset']",Maurice Croiset
411,Autrand (Françoise). Naissance d'un grand corps de l'état. Les gens du Parlement de Paris. 1345-1454. (Publications de la Sorbonne),"['Autrand', 'Françoise', 'Madame Autrand', 'André Bossuat', 'Edouard Maugis', 'Maurice Rey', 'Valois', 'Charles V', 'Charles VI', 'Jacques de Ruilly', 'Henri de Marie', 'Simon de Naterre', 'François Fossier']",François Fossier
412,"Axel Nelson, Die hippokratische Schrift περὶ φυσῶν. Text und Studien. Inaugural-Dissertation zur Erlangung der Doktorwiirde einer hohen philosophischen Fakultät der Kgl. Universität Upsala vorgelegt","['Axel Nelsox', 'Fakultàt der Kgl', 'Universitàt Upsala', 'U. de Wilamowitz-Moellendorff', 'François Filelphe', 'Janus Lascaris', 'Nelson', 'Marcianus Venetus', 'Littré', 'Weliman', 'Aristote', 'Hippocrate']",G. E. R
413,"B ; F. Atkinson. The greek Language, 1931","['Atkinson', 'Braunholtz', 'Ewert', 'Collinson', 'Meillet']",A. P
414,"B. Feliciangeli. Le Proposte per la guerra contro i Turchi presentate da Stefano Taleazzi... a papa Alessandro VI. (Extrait de l'archivio della R. Societ à romana di storia Patria, Vol. XL, 1917)","['B. Feliciangeli', 'Turchi presentate', 'Taleazzi', 'Alessandro VI', 'Caton', 'Torcello', 'Alexandre', 'Paul II', 'Innocent VIII', 'Alexandre VI', 'Jules II', 'Léon X', 'Bembo', 'Baldassar', 'Alexandre VI Borgia', 'Akindschi', 'Alexandre VI publiât', 'E. RoDOCANACHI']",E. RoDOCANACHI
415,B.-A. Pocquet du Haut-Jussé. — Les Papes et les ducs de Bretagne. Essai sur les rapports du Saint-Siège avec les Etats.,"['Pocquet du Haut-Jussé', 'E. de Boccard', 'Pierre Mauclerc', 'Vincent Ferrier', 'Pierre Landais', 'Charles', 'Jean V', 'François II', 'Jean IV']",A Go ville
416,"B.-D. Filov, Sofiiska ta Tserkva sveta Sophia. l'église de Sainte-Sophie à Sofia","['Filov', 'Justinien', 'Louis Lkger']",Louis Lkger
417,"B.-L. Ullman. Classical authors in mediaeval florilegia, 1928-1932","['Ullman', 'Pétrone', 'Valérius Flaccus', 'Tibulle', 'Vincent de Beauvais', 'Lucain', 'Galpurnius Sicu', 'Joseph Scaliger', 'Cujas', 'Jean de Tournes', 'Leidensis', 'Scaliger', 'Notre-Dame', 'Jacques Legraftd', 'UHman']",L.-A.Constans
418,Bardon (Françoise). Le portrait mythologique à la cour de France sous Henri IV et Louis XIII. Mythologie et politique.,"['Bardon', 'Françoise', 'Henri IV', 'Louis XIII', 'J. Picard', 'Diane de Poitiers', 'Diane', 'Dieux', 'Hercule', 'Praz', 'J. B. Machaut', 'Mme Fr', 'Bruno Neveu']",Bruno Neveu
419,Barhebraei Carmina. Imprimerie du couvent syrien de S. Marc à Jérusalem,"['Barhebmei Carmina', 'S. Marc', 'P. Jean Doulbani', 'Ebedjésus de Nisibe', 'J.-B. Cu']",J.-B. Cu
420,Baron Carra de Vaux. Les Penseurs de l'Islam ,"['Baron Carra de Vaux', 'Paul Geuthner', 'Clément Huart', 'P. Lammens', 'Casanova', 'Vorlesungen', 'Arin']",M. G. D
421,"Baron Carra de Vaux. Les penseurs de l'islam. T. I. Les souverains, l'histoire et la philosophie politique. T. II. Les géographes, les sciences mathématiques et naturelles","['Baron Carra de Vaux', 'T. II', 'Geuthner', 'Carra de Vaux', 'Mahomet', 'Adì ben Zéïd', 'Ibâd de Hîra', 'Hâroûn', 'Nèhâwend', 'Tchinggiz-khan', 'Ibn-Khaldoûn', 'Akbar']",Cl. Huart
422,Basil Lanneat Gildersleeve. Syntax of classical Greek from Homer to Demosthenes,"['Basil Laxneat', 'Gildersleeve', 'Homère', 'Dérnosthène', 'Platon', 'Lysias', 'Démoslhène', 'Hérodote', 'W. E. Miller', 'Ta Ppovtj(ia.ra', 'Riemann-Cucuel', 'V. Place', 'Henri']",Henri Goelzer
423,Basile Vatatzès. Persica : histoire de Chah-Nadir,"['Basile Vatatzès', 'Nadir-Chah', 'N. Iorga', 'Cantacuzène', 'Chah-Houssein', 'Louis Bréhier']",Louis Bréhier
424,"Beaulieu Michèle et Jeanne Baylé, Le Costume en Bourgogne de Philippe le Hardi à Charles le Téméraire","['Beaulieu', 'Jeanne Baylé', 'Philippe le Hardi', 'Charles le Téméraire', 'J. Quicherat', 'C. Enlart', 'Michèle Beaulieu', 'Louis XIII', 'Madame Jeanne Baylé', 'Valois', 'Mademoiselle Michèle Beaulieu', 'Marcel Aubert']",Marcel Aubert
425,Bedrich Hrozny. Die Länder Churri und Mitanni und die ältesten Inder.,"['Bedrich Hrozny', 'Paul Geuthner', 'Churri', 'Mitanni', 'Tusratta', 'Charri', 'Chatti', 'Churru', 'Suppiluliuma', 'Nuhassi', 'Hrozny', 'Mitrassil']",Ed.Cuq
426,"Benjamin Dean Meritt et Allen Brown West, The Athenian assesment of 425 B C. Ann Arbor, University of Michigan Press, 4934 (dans les University of Michigan Studies, Humanistic series, vol. XXXIII","['Dean Meritt', 'Allen Brown West', 'Ann Arbpr', 'N. Tod', 'B. D. Meritt', 'A. -B. West', 'Chandler', 'Boeckh', 'A. Kirchhoff', 'A.-M. Woodward', 'Yeditio', 'Kolhe', 'A-B. West', 'M. N. Toi', 'W. Kolbe', 'Alcibiade']",Ch. P
427,"Bernard Gui. Manuel de l'Inquisiteur, édité et traduit par G. Mollat, avec la collaboration de G. Drioux","['Bernard Gui', 'G. Mollat', 'G. Drioux', 'Pauvres de Lyon', 'Béguins', 'Vincent Fupo']",Vincent Fupo
428,"Bernard Leib. Rome, Kiev et Byzance à la fin du XIe siècle. Rapports religieux des Latins et des Gréco-Russes sous le pontificat d'Urbain II (10881099)","['Leib', 'Urbain II', 'Auguste Picard', 'Alexis Comnène', 'Nicolas de Myrrhes', 'Louis Bréhier']",Louis Bréhier
429,Bernard W.Henderson. Civil war and rebellion in the Roman Empire a. D. 69-70.,"['Henderson', 'Macmillan', 'Néron', 'Tacite', 'Vitellius', 'Vespasien']",R. C
430,"Bernard W. Henderson. Five Roman Emperors : Vespasian, Titus, Domitian, Nerva, Trajan","['Henderson', 'Titus', 'Trajan', 'Vespasien', 'Hadrien', 'Domitien', 'Pline le Jeune', 'Antonin le Pieux', 'Nerva', 'Règne']",R. G
431,Bernhard Laum. Das Eisengeld der Spartaner,"['Laum', 'Artémis Orthia', 'Zeus', 'Dionysos', 'Artémis', 'Adrien']",Adrien Bi.anchet
432,"Bertha Carr Rider. The Greek House, its History and Development from the Neolithic Period to the Hellenistic Age","['Bertha Garr', 'Victor Chapot']",Victor Chapot
